,0,1,2
0,1.0779701016258734,0.19928000671448165,-0.09337547995386458
1,-0.352166258456827,0.6467556320311759,-0.4741918988684509
2,-0.2904033003538457,0.46891093783500715,-0.1476618281711723
3,-0.27456285108367234,-0.531930522502089,-0.24788016242008426
4,-0.3668118434799938,-0.10456866363183093,-0.6379196566035439
5,-0.4054332135235727,-0.15986912904748146,0.5604449099553149
6,-0.3171759184922144,-0.42152470423967614,-0.24033608808163853
7,-0.2699161271866153,-0.2084950783150478,-0.015612965390366072
8,1.0299752065868024,-0.07751501271546751,0.49566600889914164
9,0.3642119303720142,-0.001090720149766019,0.5550516185207436
10,0.01664813394466391,0.25569363226309044,-0.1011128979723775
11,-0.32881332984704353,0.2005838134505013,-0.12700625111197517
12,-0.3417778017727336,-0.05781579666352301,-0.11733099732592578
13,-0.3289207469629935,-0.22056455801385721,-0.4473546376558242
14,-0.3043658299979044,-0.34974747363313624,0.04770872294345507
15,-0.28430949462282495,-0.5343037700412927,0.2144467130360275
16,3.2948006032599464,0.3031584821883009,-0.2731967365113766
17,-0.30838969579953235,-0.4505294900287338,0.05536038534646032
18,-0.28615505546047965,0.7000370206063905,0.09249720344870077
19,-0.3070836085553643,-0.2980045715060631,-0.16837314687744123
20,-0.0657558247446726,0.4701882763354332,-0.16688089588807564
21,0.05416579431347838,-0.041040893178021495,0.8172697766008679
22,1.7291501914783909,-0.4926890553462848,0.2904748901708273
23,-0.3051543664010309,-0.4574193704851443,-0.4099698971558081
24,0.016260935974758563,-0.4219287924447133,-0.003005161920185959
25,-0.4095225557812176,0.2377804740590202,1.378497331838721
26,-0.016479356428603854,-0.7648183670712433,-0.29149459253260884
27,-0.014789873039854629,0.28517458775098453,-0.09122611272618414
28,-0.34338160108644966,0.6994708135259233,0.0031024820362889408
29,-0.24714090872846098,-0.8936436348288144,0.06312211217357508
30,0.037469360900713705,-0.16610059341671435,-0.3054162859544567
31,-0.3955970613703645,-0.060433769652853055,-0.10202385488474866
32,-0.28512194175733735,-0.20474705124407325,0.305195335805311
33,0.5034153593707401,0.11269974121761135,-0.0777354350760405
34,0.4008845328078915,0.13498254126558554,-0.4147714421921139
35,2.5993686985451108,-0.001645261118136107,-0.1226049311526685
36,-0.3075474991434368,0.7815222766850308,-0.22290201928489176
37,-0.23305005895751768,-0.9835610687913662,0.11623671583700147
38,-0.34865885116964684,0.4325585199343839,-0.5182745469497374
39,-0.2658464269453828,-0.17384923136581146,0.1407971347944423
40,-0.08906527113748805,0.7699685173042996,-0.24247947514797952
41,-0.34396465061357023,-0.06725962375212809,-0.43925724880884365
42,-0.30962953909392504,-0.2377710685060832,-0.03590332882577887
43,-0.2949162737965822,-0.18823686001212608,0.15379290817796457
44,-0.3024947821419615,-0.01814751868780959,-0.37956806312268154
45,-0.27707988875104506,-0.5961805117409054,-0.20733768868774752
46,-0.36603023221500447,-0.19976580281174805,0.38479594199542844
47,3.2948006032599464,0.3031584821883009,-0.2731967365113766
48,-0.35185924426867426,0.6274382637136973,0.4247661086300592
49,0.3863486412404064,-0.6797345753467362,0.6821911835069513
50,-0.24907065307063714,-0.8981925443121986,0.1921802571921844
51,-0.2968736167977538,0.19815695326549676,1.0057420733120122
52,-0.28563865811298,-0.23533624448324883,0.8118141159030481
53,-0.3911662910057895,0.6489355293831832,0.2438825589315314
54,-0.2826145447891673,-0.39414014173586537,-0.4247174216492832
55,-0.2736542453473465,0.41768976971964844,-0.2511285887857388
56,-0.3010173851522409,-0.1359860308190732,1.9086561259287713
57,0.34580757289479747,-0.7228529095216596,-0.05819165672939921
58,-0.37872290901514133,1.493655656824972,0.21378205690219612
59,3.2948006032599464,0.3031584821883009,-0.2731967365113766
60,0.32757234292906684,-0.13079527231740032,-0.12255407886945954
61,-0.26930146261452936,-0.2825605746453407,-0.4001977686675143
62,-0.38063528460617857,1.1629987694264632,0.030568276423799296
63,0.31338782314271363,-0.25271775268724483,0.7570865153025663
64,-0.22126611559909456,-0.27667679081780056,0.047420888103561015
65,0.48524322403896286,-0.08427160252585623,-0.6300652171993668
66,-0.3271623179227025,0.1772049875735716,0.15552383663458047
67,-0.28047583655710895,-0.406750521873591,-0.19292103779232575
68,-0.35588749578556,-0.5449452760191036,0.7927070184974455
69,-0.003026211853330038,-0.5682885197589441,-0.30684865909393727
70,-0.3162621300747585,0.6959770270908068,-0.12108105373812061
71,1.7222288659189413,-0.11776686785280147,0.46408801212019063
72,-0.2987954971905562,-0.30431050189110725,-0.3250672428220083
73,-0.33284015467391176,-0.09767187380608594,0.07709766757928882
74,0.14404961077981696,-0.043678185240086216,-0.4596719658570598
75,-0.3037455187624624,-0.5084798158479308,-0.12749618257468587
76,1.4582313380559517,-0.1385187482356432,0.05369661482094172
